Date,TimeStamp,IsCommanded,Channel1,Channel2,Channel3,Channel4,utc_time,local_time
2025-01-17 21:33:17.687525,0.999,False,0.0,0.0,0.0,0.0,2025-01-17 22:25:29.442792000,2025-01-17 17:25:29.442792000
2025-01-17 21:33:17.687525,0.999,True,1.04504,1.078573,1.114103,1.106529,2025-01-17 22:25:29.442792000,2025-01-17 17:25:29.442792000
2025-01-17 21:33:18.686900,1.999,False,0.282038,6.9e-05,0.0,0.0,2025-01-17 22:25:30.442167000,2025-01-17 17:25:30.442167000
2025-01-17 21:33:18.686925,1.999,True,1.044833,1.07816,1.113552,1.106322,2025-01-17 22:25:30.442192000,2025-01-17 17:25:30.442192000
2025-01-17 21:33:19.686925,2.999,False,0.564075,6.9e-05,0.0,0.0,2025-01-17 22:25:31.442192000,2025-01-17 17:25:31.442192000
2025-01-17 21:33:19.686925,2.999,True,1.044489,1.077885,1.113415,1.105909,2025-01-17 22:25:31.442192000,2025-01-17 17:25:31.442192000
2025-01-17 21:33:20.687075,3.999,False,0.846112,6.9e-05,0.0,0.0,2025-01-17 22:25:32.442342000,2025-01-17 17:25:32.442342000
2025-01-17 21:33:20.687100,3.999,True,1.04442,1.077747,1.113208,1.105565,2025-01-17 22:25:32.442367000,2025-01-17 17:25:32.442367000
2025-01-17 21:33:21.686900,4.999,False,1.12815,6.9e-05,0.0,0.0,2025-01-17 22:25:33.442167000,2025-01-17 17:25:33.442167000
2025-01-17 21:33:21.686900,4.999,True,1.044007,1.077471,1.113208,1.105703,2025-01-17 22:25:33.442167000,2025-01-17 17:25:33.442167000
2025-01-17 21:33:22.686875,5.999,False,1.410188,6.9e-05,0.0,0.0,2025-01-17 22:25:34.442142000,2025-01-17 17:25:34.442142000
2025-01-17 21:33:22.686900,5.999,True,1.044007,1.077265,1.112795,1.105427,2025-01-17 22:25:34.442167000,2025-01-17 17:25:34.442167000
2025-01-17 21:33:23.686875,6.999,False,1.692225,6.9e-05,0.0,0.0,2025-01-17 22:25:35.442142000,2025-01-17 17:25:35.442142000
2025-01-17 21:33:23.686900,6.999,True,1.043938,1.077265,1.112795,1.10529,2025-01-17 22:25:35.442167000,2025-01-17 17:25:35.442167000
2025-01-17 21:33:24.687525,7.999,False,1.974262,6.9e-05,0.0,0.0,2025-01-17 22:25:36.442792000,2025-01-17 17:25:36.442792000
2025-01-17 21:33:24.687525,7.999,True,1.043938,1.077196,1.112726,1.105427,2025-01-17 22:25:36.442792000,2025-01-17 17:25:36.442792000
2025-01-17 21:33:25.686900,8.999,False,2.2563,6.9e-05,0.0,0.0,2025-01-17 22:25:37.442167000,2025-01-17 17:25:37.442167000
2025-01-17 21:33:25.686925,8.999,True,1.043663,1.077127,1.11252,1.105152,2025-01-17 22:25:37.442192000,2025-01-17 17:25:37.442192000
2025-01-17 21:33:26.686900,9.999,False,2.538338,6.9e-05,0.0,0.0,2025-01-17 22:25:38.442167000,2025-01-17 17:25:38.442167000
2025-01-17 21:33:26.686925,9.999,True,1.043732,1.076989,1.112726,1.104945,2025-01-17 22:25:38.442192000,2025-01-17 17:25:38.442192000
2025-01-17 21:33:27.686925,10.999,False,2.820375,6.9e-05,0.0,0.0,2025-01-17 22:25:39.442192000,2025-01-17 17:25:39.442192000
2025-01-17 21:33:27.686950,10.999,True,1.0438,1.076989,1.112313,1.105014,2025-01-17 22:25:39.442217000,2025-01-17 17:25:39.442217000
2025-01-17 21:33:28.686925,11.999,False,3.102412,6.9e-05,0.0,0.0,2025-01-17 22:25:40.442192000,2025-01-17 17:25:40.442192000
2025-01-17 21:33:28.686925,11.999,True,1.043594,1.076921,1.112313,1.104945,2025-01-17 22:25:40.442192000,2025-01-17 17:25:40.442192000
2025-01-17 21:33:29.687000,12.999,False,0.210151,6.9e-05,0.0,0.0,2025-01-17 22:25:41.442267000,2025-01-17 17:25:41.442267000
