Date,TimeStamp,IsCommanded,Channel1,Channel2,Channel3,Channel4
2025-01-17 22:18:17.696300,2700.999,False,0.213181,6.9e-05,0.0,0.0
2025-01-17 22:18:17.696325,2700.999,True,1.032232,1.064044,1.099643,1.092276
2025-01-17 22:18:18.696050,2701.999,False,0.286031,6.9e-05,0.0,0.0
2025-01-17 22:18:18.696075,2701.999,True,1.032232,1.064182,1.099781,1.092207
2025-01-17 22:18:19.696050,2702.999,False,0.758045,6.9e-05,0.0,0.0
2025-01-17 22:18:19.696075,2702.999,True,1.032095,1.063838,1.099781,1.092344
2025-01-17 22:18:20.695975,2703.999,False,1.04022,6.9e-05,0.0,0.0
2025-01-17 22:18:20.696000,2703.999,True,1.032095,1.063975,1.099712,1.092207
2025-01-17 22:18:21.696025,2704.999,False,1.195974,6.9e-05,0.0,0.0
2025-01-17 22:18:21.696025,2704.999,True,1.032095,1.064044,1.099643,1.092207
2025-01-17 22:18:22.695975,2705.999,False,1.419345,6.9e-05,0.0,0.0
2025-01-17 22:18:22.695975,2705.999,True,1.03237,1.063975,1.099712,1.092138
2025-01-17 22:18:23.695975,2706.999,False,1.718941,6.9e-05,0.0,0.0
2025-01-17 22:18:23.695975,2706.999,True,1.032232,1.063907,1.09985,1.092207
2025-01-17 22:18:24.696100,2707.999,False,1.974538,6.9e-05,0.0,0.0
2025-01-17 22:18:24.696125,2707.999,True,1.031957,1.063975,1.099781,1.092413
2025-01-17 22:18:25.696000,2708.999,False,2.305326,6.9e-05,0.0,0.0
2025-01-17 22:18:25.696000,2708.999,True,1.032095,1.063907,1.099712,1.092138
2025-01-17 22:18:26.696025,2709.999,False,2.538338,6.9e-05,0.0,0.0
2025-01-17 22:18:26.696025,2709.999,True,1.032164,1.063769,1.09985,1.092276
2025-01-17 22:18:27.695975,2710.999,False,2.820375,6.9e-05,0.0,0.0
2025-01-17 22:18:27.696000,2710.999,True,1.03237,1.063907,1.099643,1.092276
2025-01-17 22:18:28.696000,2711.999,False,3.102412,6.9e-05,0.0,0.0
2025-01-17 22:18:28.696000,2711.999,True,1.032301,1.063769,1.099712,1.092207
2025-01-17 22:18:29.696275,2712.999,False,0.21325,6.9e-05,0.0,0.0
2025-01-17 22:18:29.696300,2712.999,True,1.032095,1.063975,1.099781,1.092207
2025-01-17 22:18:30.696025,2713.999,False,0.286031,6.9e-05,0.0,0.0
2025-01-17 22:18:30.696050,2713.999,True,1.031957,1.063907,1.099781,1.092207
2025-01-17 22:18:31.696025,2714.999,False,0.758045,6.9e-05,0.0,0.0
2025-01-17 22:18:31.696025,2714.999,True,1.032095,1.063907,1.099712,1.092
2025-01-17 22:18:32.695950,2715.999,False,1.04022,6.9e-05,0.0,0.0
2025-01-17 22:18:32.695950,2715.999,True,1.032164,1.063907,1.09985,1.092069
2025-01-17 22:18:33.696025,2716.999,False,1.196181,6.9e-05,0.0,0.0
2025-01-17 22:18:33.696025,2716.999,True,1.032232,1.063838,1.099712,1.092069
2025-01-17 22:18:34.696000,2717.999,False,1.419414,6.9e-05,0.0,0.0
2025-01-17 22:18:34.696025,2717.999,True,1.032095,1.063907,1.099574,1.092207
2025-01-17 22:18:35.695975,2718.999,False,1.718941,6.9e-05,0.0,0.0
2025-01-17 22:18:35.696000,2718.999,True,1.031957,1.063838,1.099919,1.092276
2025-01-17 22:18:36.696075,2719.999,False,1.974538,6.9e-05,0.0,0.0
2025-01-17 22:18:36.696125,2719.999,True,1.031957,1.063907,1.099712,1.092207
2025-01-17 22:18:37.696075,2720.999,False,2.3087,6.9e-05,0.0,0.0
2025-01-17 22:18:37.696100,2720.999,True,1.032095,1.063838,1.099712,1.092138
2025-01-17 22:18:38.696000,2721.999,False,2.538338,6.9e-05,0.0,0.0
2025-01-17 22:18:38.696025,2721.999,True,1.032095,1.063838,1.099781,1.092138
2025-01-17 22:18:39.696000,2722.999,False,2.820375,6.9e-05,0.0,0.0
2025-01-17 22:18:39.696025,2722.999,True,1.032301,1.063907,1.099712,1.092207
2025-01-17 22:18:40.695950,2723.999,False,3.102412,6.9e-05,0.0,0.0
2025-01-17 22:18:40.695975,2723.999,True,1.032095,1.063769,1.099781,1.092207
2025-01-17 22:18:41.695975,2724.999,False,0.21325,6.9e-05,0.0,0.0
2025-01-17 22:18:41.696000,2724.999,True,1.032095,1.063975,1.099643,1.092069
2025-01-17 22:18:42.696075,2725.999,False,0.286031,6.9e-05,0.0,0.0
2025-01-17 22:18:42.696100,2725.999,True,1.031957,1.063838,1.099712,1.092138
2025-01-17 22:18:43.695975,2726.999,False,0.758045,6.9e-05,0.0,0.0
2025-01-17 22:18:43.695975,2726.999,True,1.032095,1.063769,1.099781,1.092276
2025-01-17 22:18:44.696000,2727.999,False,1.04022,6.9e-05,0.0,0.0
2025-01-17 22:18:44.696025,2727.999,True,1.032026,1.063975,1.099643,1.092344
2025-01-17 22:18:45.696025,2728.999,False,1.196456,6.9e-05,0.0,0.0
2025-01-17 22:18:45.696050,2728.999,True,1.032232,1.063838,1.099712,1.092138
2025-01-17 22:18:46.696050,2729.999,False,1.419414,6.9e-05,0.0,0.0
2025-01-17 22:18:46.696050,2729.999,True,1.032095,1.063975,1.099712,1.092276
2025-01-17 22:18:47.696025,2730.999,False,1.718941,6.9e-05,0.0,0.0
2025-01-17 22:18:47.696050,2730.999,True,1.032026,1.063838,1.099781,1.092138
2025-01-17 22:18:48.696050,2731.999,False,1.974538,6.9e-05,0.0,0.0
2025-01-17 22:18:48.696075,2731.999,True,1.032095,1.0637,1.099919,1.092069
2025-01-17 22:18:49.696025,2732.999,False,2.301195,6.9e-05,0.0,0.0
2025-01-17 22:18:49.696050,2732.999,True,1.032095,1.063838,1.099712,1.092276
2025-01-17 22:18:50.696075,2733.999,False,2.538338,6.9e-05,0.0,0.0
2025-01-17 22:18:50.696075,2733.999,True,1.032095,1.063838,1.099712,1.092138
2025-01-17 22:18:51.695975,2734.999,False,2.820375,6.9e-05,0.0,0.0
2025-01-17 22:18:51.695975,2734.999,True,1.032095,1.063975,1.099368,1.092276
2025-01-17 22:18:52.695975,2735.999,False,3.102412,6.9e-05,0.0,0.0
2025-01-17 22:18:52.695975,2735.999,True,1.032026,1.063838,1.099643,1.092207
2025-01-17 22:18:53.695950,2736.999,False,0.21325,6.9e-05,0.0,0.0
2025-01-17 22:18:53.695950,2736.999,True,1.031957,1.063769,1.099574,1.092207
2025-01-17 22:18:54.696000,2737.999,False,0.286031,6.9e-05,0.0,0.0
2025-01-17 22:18:54.696000,2737.999,True,1.031888,1.0637,1.099781,1.092138
2025-01-17 22:18:55.696025,2738.999,False,0.758045,6.9e-05,0.0,0.0
2025-01-17 22:18:55.696050,2738.999,True,1.032095,1.063907,1.099574,1.092069
2025-01-17 22:18:56.696525,2739.999,False,1.04022,6.9e-05,0.0,0.0
2025-01-17 22:18:56.696550,2739.999,True,1.032095,1.063838,1.099781,1.092344
2025-01-17 22:18:57.695925,2740.999,False,1.196181,6.9e-05,0.0,0.0
2025-01-17 22:18:57.695950,2740.999,True,1.032095,1.063838,1.099574,1.092069
2025-01-17 22:18:58.696000,2741.999,False,1.419414,6.9e-05,0.0,0.0
2025-01-17 22:18:58.696025,2741.999,True,1.032232,1.063769,1.099574,1.092344
2025-01-17 22:18:59.696000,2742.999,False,1.718941,6.9e-05,0.0,0.0
2025-01-17 22:18:59.696025,2742.999,True,1.031957,1.064044,1.099712,1.092276
2025-01-17 22:19:00.696000,2743.999,False,1.974538,6.9e-05,0.0,0.0
2025-01-17 22:19:00.696025,2743.999,True,1.032095,1.064044,1.099574,1.092069
2025-01-17 22:19:01.696025,2744.999,False,2.307047,6.9e-05,0.0,0.0
2025-01-17 22:19:01.696050,2744.999,True,1.032095,1.063838,1.099506,1.092276
2025-01-17 22:19:02.696050,2745.999,False,2.538338,6.9e-05,0.0,0.0
2025-01-17 22:19:02.696075,2745.999,True,1.032095,1.0637,1.099643,1.092138
2025-01-17 22:19:03.696075,2746.999,False,2.820375,6.9e-05,0.0,0.0
2025-01-17 22:19:03.696075,2746.999,True,1.032095,1.063907,1.099574,1.092069
2025-01-17 22:19:04.696275,2747.999,False,3.102412,6.9e-05,0.0,0.0
2025-01-17 22:19:04.696300,2747.999,True,1.032095,1.0637,1.099574,1.092413
