Date,TimeStamp,IsCommanded,Channel1,Channel2,Channel3,Channel4
2025-01-18 17:33:06.069550,1800.999,False,0.210495,6.9e-05,0.0,0.0
2025-01-18 17:33:06.069550,1800.999,True,1.038361,1.070792,1.107149,1.099643
2025-01-18 17:33:07.069200,1801.999,False,0.285825,6.9e-05,0.0,0.0
2025-01-18 17:33:07.069200,1801.999,True,1.038498,1.07093,1.10708,1.099781
2025-01-18 17:33:08.069275,1802.999,False,0.756736,6.9e-05,0.0,0.0
2025-01-18 17:33:08.069300,1802.999,True,1.038292,1.070655,1.10708,1.099712
2025-01-18 17:33:09.069225,1803.999,False,1.038636,6.9e-05,0.0,0.0
2025-01-18 17:33:09.069250,1803.999,True,1.03843,1.070723,1.107218,1.099574
2025-01-18 17:33:10.069225,1804.999,False,1.197902,6.9e-05,0.0,0.0
2025-01-18 17:33:10.069225,1804.999,True,1.038223,1.07093,1.107149,1.099506
2025-01-18 17:33:11.069325,1805.999,False,1.419896,6.9e-05,0.0,0.0
2025-01-18 17:33:11.069350,1805.999,True,1.038292,1.070861,1.107149,1.099781
2025-01-18 17:33:12.069350,1806.999,False,1.718804,6.9e-05,0.0,0.0
2025-01-18 17:33:12.069350,1806.999,True,1.038292,1.070861,1.107286,1.099781
2025-01-18 17:33:13.069300,1807.999,False,1.974538,6.9e-05,0.0,0.0
2025-01-18 17:33:13.069300,1807.999,True,1.038223,1.070655,1.10708,1.099643
2025-01-18 17:33:14.069250,1808.999,False,2.30326,6.9e-05,0.0,0.0
2025-01-18 17:33:14.069275,1808.999,True,1.038498,1.070655,1.106942,1.099781
2025-01-18 17:33:15.069175,1809.999,False,2.538338,6.9e-05,0.0,0.0
2025-01-18 17:33:15.069175,1809.999,True,1.038154,1.070861,1.106942,1.099712
2025-01-18 17:33:16.069225,1810.999,False,2.820375,6.9e-05,0.0,0.0
2025-01-18 17:33:16.069225,1810.999,True,1.038361,1.070861,1.106873,1.099506
2025-01-18 17:33:17.069275,1811.999,False,3.102412,6.9e-05,0.0,0.0
2025-01-18 17:33:17.069300,1811.999,True,1.038154,1.070723,1.10708,1.099643
2025-01-18 17:33:18.069325,1812.999,False,0.210495,6.9e-05,0.0,0.0
2025-01-18 17:33:18.069325,1812.999,True,1.038361,1.070792,1.107149,1.099506
2025-01-18 17:33:19.069225,1813.999,False,0.285825,6.9e-05,0.0,0.0
2025-01-18 17:33:19.069225,1813.999,True,1.038361,1.070723,1.107218,1.099712
2025-01-18 17:33:20.069200,1814.999,False,0.756736,6.9e-05,0.0,0.0
2025-01-18 17:33:20.069225,1814.999,True,1.038292,1.07093,1.107149,1.099781
2025-01-18 17:33:21.069200,1815.999,False,1.038636,6.9e-05,0.0,0.0
2025-01-18 17:33:21.069225,1815.999,True,1.038292,1.070723,1.107149,1.099574
2025-01-18 17:33:22.069275,1816.999,False,1.197833,6.9e-05,0.0,0.0
2025-01-18 17:33:22.069300,1816.999,True,1.038361,1.070723,1.107218,1.099712
2025-01-18 17:33:23.069325,1817.999,False,1.419896,6.9e-05,0.0,0.0
2025-01-18 17:33:23.069350,1817.999,True,1.038361,1.070861,1.107149,1.099506
2025-01-18 17:33:24.069275,1818.999,False,1.718873,6.9e-05,0.0,0.0
2025-01-18 17:33:24.069275,1818.999,True,1.038361,1.070723,1.10708,1.099781
2025-01-18 17:33:25.069250,1819.999,False,1.974538,6.9e-05,0.0,0.0
2025-01-18 17:33:25.069250,1819.999,True,1.038292,1.070792,1.106942,1.099506
2025-01-18 17:33:26.069150,1820.999,False,2.308011,6.9e-05,0.0,0.0
2025-01-18 17:33:26.069175,1820.999,True,1.03843,1.070861,1.10708,1.099506
2025-01-18 17:33:27.069175,1821.999,False,2.538338,6.9e-05,0.0,0.0
2025-01-18 17:33:27.069175,1821.999,True,1.03843,1.070792,1.107011,1.099643
2025-01-18 17:33:28.069375,1822.999,False,2.820375,6.9e-05,0.0,0.0
2025-01-18 17:33:28.069425,1822.999,True,1.038292,1.070999,1.107011,1.099437
2025-01-18 17:33:29.069700,1823.999,False,3.102412,6.9e-05,0.0,0.0
2025-01-18 17:33:29.069700,1823.999,True,1.03843,1.070792,1.107286,1.099574
2025-01-18 17:33:30.069175,1824.999,False,0.210495,6.9e-05,0.0,0.0
2025-01-18 17:33:30.069175,1824.999,True,1.038154,1.070792,1.10708,1.099574
2025-01-18 17:33:31.069200,1825.999,False,0.285825,6.9e-05,0.0,0.0
2025-01-18 17:33:31.069200,1825.999,True,1.038223,1.070861,1.107218,1.099781
2025-01-18 17:33:32.069275,1826.999,False,0.756736,6.9e-05,0.0,0.0
