Date,TimeStamp,HK_id,PinPullerTemp,OpticsTemp,LEXIbaseTemp,HVsupplyTemp,+5.2V_Imon,+10V_Imon,+3.3V_Imon,AnodeVoltMon,+28V_Imon,ADC_Ground,Cmd_count,Pinpuller_Armed,Unused1,Unused2,HVmcpAuto,HVmcpMan,DeltaEvntCount,DeltaDroppedCount,DeltaLostEvntCount
2025-01-16 20:31:08.152225,300.999,0.0,63.90260742187501,,,,,,,,,,,,,,,,1.0,0.0,0.0
2025-01-16 20:31:09.151800,301.999,1.0,63.90260742187501,-266.9406005859375,,,,,,,,,,,,,,,1.0,0.0,0.0
2025-01-16 20:31:10.151825,302.999,2.0,63.90260742187501,-266.9406005859375,37.13107910156248,,,,,,,,,,,,,,1.0,0.0,0.0
2025-01-16 20:31:11.152075,303.999,3.0,63.90260742187501,-266.9406005859375,37.13107910156248,35.36834472656252,,,,,,,,,,,,,1.0,0.0,0.0
2025-01-16 20:31:12.151725,304.999,4.0,63.90260742187501,-266.9406005859375,37.13107910156248,35.36834472656252,60.104345703125006,,,,,,,,,,,,1.0,0.0,0.0
2025-01-16 20:31:13.151750,305.999,5.0,63.90260742187501,-266.9406005859375,37.13107910156248,35.36834472656252,60.104345703125006,0.146527294921875,,,,,,,,,,,1.0,0.0,0.0
2025-01-16 20:31:14.151800,306.999,6.0,63.90260742187501,-266.9406005859375,37.13107910156248,35.36834472656252,60.104345703125006,0.146527294921875,48.52257890359763,,,,,,,,,,1.0,0.0,0.0
2025-01-16 20:31:15.151800,307.999,7.0,63.90260742187501,-266.9406005859375,37.13107910156248,35.36834472656252,60.104345703125006,0.146527294921875,48.52257890359763,0.0044068359375,,,,,,,,,1.0,0.0,0.0
2025-01-16 20:31:16.151750,308.999,8.0,63.90260742187501,-266.9406005859375,37.13107910156248,35.36834472656252,60.104345703125006,0.146527294921875,48.52257890359763,0.0044068359375,43.21968573630852,,,,,,,,1.0,0.0,0.0
2025-01-16 20:31:17.151725,309.999,9.0,63.90260742187501,-266.9406005859375,37.13107910156248,35.36834472656252,60.104345703125006,0.146527294921875,48.52257890359763,0.0044068359375,43.21968573630852,0.0,,,,,,,1.0,0.0,0.0
2025-01-16 20:31:18.151750,310.999,10.0,63.90260742187501,-266.9406005859375,37.13107910156248,35.36834472656252,60.104345703125006,0.146527294921875,48.52257890359763,0.0044068359375,43.21968573630852,0.0,0.0,,,,,,1.0,0.0,0.0
2025-01-16 20:31:19.151750,311.999,11.0,63.90260742187501,-266.9406005859375,37.13107910156248,35.36834472656252,60.104345703125006,0.146527294921875,48.52257890359763,0.0044068359375,43.21968573630852,0.0,0.0,0.0,,,,,1.0,0.0,0.0
2025-01-16 20:31:20.151775,312.999,0.0,63.90260742187501,-266.9406005859375,37.13107910156248,35.36834472656252,60.104345703125006,0.146527294921875,48.52257890359763,0.0044068359375,43.21968573630852,0.0,0.0,0.0,,,,,1.0,0.0,0.0
2025-01-16 20:31:21.151775,313.999,1.0,63.90260742187501,-266.9406005859375,37.13107910156248,35.36834472656252,60.104345703125006,0.146527294921875,48.52257890359763,0.0044068359375,43.21968573630852,0.0,0.0,0.0,,,,,1.0,0.0,0.0
2025-01-16 20:31:22.151800,314.999,2.0,63.90260742187501,-266.9406005859375,37.13107910156248,35.36834472656252,60.104345703125006,0.146527294921875,48.52257890359763,0.0044068359375,43.21968573630852,0.0,0.0,0.0,,,,,1.0,0.0,0.0
2025-01-16 20:31:23.151750,315.999,3.0,63.90260742187501,-266.9406005859375,37.13107910156248,35.478515625000014,60.104345703125006,0.146527294921875,48.52257890359763,0.0044068359375,43.21968573630852,0.0,0.0,0.0,,,,,1.0,0.0,0.0
2025-01-16 20:31:24.151775,316.999,4.0,63.90260742187501,-266.9406005859375,37.13107910156248,35.478515625000014,59.859521484374994,0.146527294921875,48.52257890359763,0.0044068359375,43.21968573630852,0.0,0.0,0.0,,,,,1.0,0.0,0.0
2025-01-16 20:31:25.151825,317.999,5.0,63.90260742187501,-266.9406005859375,37.13107910156248,35.478515625000014,59.859521484374994,0.146527294921875,48.52257890359763,0.0044068359375,43.21968573630852,0.0,0.0,0.0,,,,,1.0,0.0,0.0
2025-01-16 20:31:26.151775,318.999,6.0,63.90260742187501,-266.9406005859375,37.13107910156248,35.478515625000014,59.859521484374994,0.146527294921875,48.52257890359763,0.0044068359375,43.21968573630852,0.0,0.0,0.0,,,,,1.0,0.0,0.0
2025-01-16 20:31:27.151775,319.999,7.0,63.90260742187501,-266.9406005859375,37.13107910156248,35.478515625000014,59.859521484374994,0.146527294921875,48.52257890359763,0.0044068359375,43.21968573630852,0.0,0.0,0.0,,,,,1.0,0.0,0.0
2025-01-16 20:31:28.151775,320.999,8.0,63.90260742187501,-266.9406005859375,37.13107910156248,35.478515625000014,59.859521484374994,0.146527294921875,48.52257890359763,0.0044068359375,44.26366860890468,0.0,0.0,0.0,,,,,1.0,0.0,0.0
2025-01-16 20:31:29.151750,321.999,9.0,63.90260742187501,-266.9406005859375,37.13107910156248,35.478515625000014,59.859521484374994,0.146527294921875,48.52257890359763,0.0044068359375,44.26366860890468,0.0,0.0,0.0,,,,,1.0,0.0,0.0
2025-01-16 20:31:30.151775,322.999,10.0,63.90260742187501,-266.9406005859375,37.13107910156248,35.478515625000014,59.859521484374994,0.146527294921875,48.52257890359763,0.0044068359375,44.26366860890468,0.0,0.0,0.0,,,,,1.0,0.0,0.0
